"age" "edu1" "edu2" "edu3" "leisure.1" "leisure.2" "leisure.3" "mar1" "mar2" "mar3" "sex" "income.1" "income.2" "income.3" "lifesatisfaction.1" "lifesatisfaction.2" "lifesatisfaction.3"
48 0 0 0 2 6 2 1 0 0 1 38.6476914062491 41.5918710937502 44.4900703125015 2 2 2
47 0 1 0 1 2 7 1 0 0 0 22.8981035156243 21.0272304687501 24.6748261718753 3 3 3
19 0 1 0 8 7 9 0 0 1 1 4.41844384765626 3.24882983398438 6.175912109375 3 3 3
16 0 0 0 2 4 8 0 0 1 1 4.17463964843748 3.172 0.3 2 3 3
60 0 0 0 1 1 4 1 0 0 1 32.4683613281237 38.9614999999992 43.3292812499988 3 2 2
58 0 0 0 3 1 5 1 0 0 0 5.59000000000003 6.318 5.73963037109374 3 3 3
47 1 0 0 2 3 2 1 0 0 1 40.2559960937507 44.6451406250016 52.9844492187522 2 2 2
61 0 0 1 1 1 2 1 0 0 0 12.0431767578125 11.9723974609375 11.776091796875 3 3 3
37 1 0 0 8 8 8 0 0 1 1 23.1957968749989 24.1023105468748 24.8108554687498 2 2 2
43 1 0 0 3 3 3 0 1 0 0 24.4988457031238 23.5861445312498 23.673402343751 3 2 3
49 0 0 1 6 8 6 1 0 0 0 13.6277138671876 2.49941552734375 12.57078515625 2 2 3
72 0 0 0 4 2 5 1 0 0 1 8.08671582031249 8.59188378906247 8.30687109374995 3 3 3
66 0 0 1 7 6 2 0 1 0 0 7.31567822265628 4.85003027343748 9.43472656250002 3 3 3
51 0 0 0 3 2 2 1 0 0 1 18.920224609375 24.3402832031258 32.8881406250009 2 3 3
42 0 1 0 3 6 1 1 0 0 0 13.3590585937499 9.42641406249998 30.8458320312492 2 2 1
52 0 0 0 5 4 2 1 0 0 0 12.26 12.88 13.4775 2 2 2
54 0 0 0 1 1 2 1 0 0 1 17.4133945312501 16.8129335937499 16.8129335937499 2 2 2
52 0 0 1 3 1 1 1 0 0 0 6.61817480468749 13.85462109375 15.01733203125 2 2 2
26 1 0 0 4 3 7 1 0 0 0 11.08326953125 15.4264677734375 23.9275000000009 2 3 3
20 0 1 0 9 8 4 0 0 1 0 4.07043872070313 5.78999999999999 5.06783105468749 2 2 2
37 0 0 0 10 7 7 0 1 0 1 37.1471132812517 41.08251171875 36.17133203125 3 3 3
19 0 1 0 11 4 7 0 0 1 1 9.99999999999997 8.30000000000001 6.76666650390621 3 3 3
34 0 0 0 5 6 7 1 0 0 1 27.3210156250011 36.2477148437504 47.8650117187485 2 3 3
43 0 0 0 9 10 6 1 0 0 1 15.25 12.9999999999999 16.75 3 3 3
41 0 1 0 10 9 9 1 0 0 0 3.41346582031249 6.99902099609377 7.58886132812503 2 3 3
64 0 0 0 7 8 6 0 0 1 1 11.7638349609374 11.2478154296875 15.1686806640625 3 3 3
75 0 0 0 1 2 1 0 1 0 0 6.23240722656249 6.29413085937499 6.44074072265627 2 2 2
78 0 0 0 1 2 4 0 0 1 0 12.9642109375 9.56939062500004 10.018125 3 3 3
68 0 1 0 7 8 9 1 0 0 1 43.0071250000011 44.2312109374986 44.5857539062492 3 2 3
56 0 0 0 9 7 5 1 0 0 0 10.262 10.636802734375 8.55679980468754 2 2 2
49 1 0 0 6 4 8 0 1 0 0 12.3457099609375 28.785771484374 30.1055761718759 2 2 2
60 1 0 0 9 6 9 1 0 0 1 2.20000000000001 2.59999999999999 2.20000000000001 3 2 3
59 0 1 0 9 3 8 1 0 0 0 27.6235488281264 11.9051123046875 19.22096484375 3 3 3
29 1 0 0 9 10 9 0 0 1 1 20.57182421875 21.201294921875 21.7967656250001 2 2 2
44 0 1 0 3 3 1 1 0 0 0 27.6440957031246 28.2604492187506 27.347207031249 2 2 2
56 0 0 0 8 3 3 1 0 0 0 12.4419492187499 7.41228857421875 6.55087499999998 2 2 1
51 0 1 0 2 4 2 1 0 0 1 24.5641972656249 26.7493300781239 29.2165996093757 2 2 2
85 0 0 0 2 4 4 0 0 0 0 19.0712226562501 18.0825546875 11.71053515625 2 2 2
20 0 1 0 3 1 2 1 0 0 0 6.75480029296878 5.45580029296877 3.13000000000001 3 2 2
30 0 0 0 8 6 8 1 0 0 1 24.9691679687507 25.5396308593754 36.9176093749995 3 3 3
46 1 0 0 3 2 6 1 0 0 0 21.8434921874999 23.6990800781249 22.7570937500004 2 2 3
46 1 0 0 3 3 5 1 0 0 1 42.4323320312521 44.133718749998 46.4355664062493 3 3 3
46 1 0 0 3 2 4 1 0 0 1 11.441873046875 14.69740234375 20.817650390625 2 2 2
44 1 0 0 7 3 5 0 1 0 0 33.2101640625014 31.5742382812488 31.5693515625015 2 2 2
39 0 0 0 3 1 5 1 0 0 1 37.7113437500009 31.5299999999998 39.3830781249993 2 2 2
31 0 0 0 8 8 5 1 0 0 1 14.4609941406251 13.669212890625 15.612009765625 2 3 3
72 0 0 0 2 2 4 1 0 0 1 10.346462890625 9.91843164062499 8.76666601562504 2 2 2
65 0 0 0 12 12 12 1 0 0 1 15.0785800781249 21.684685546875 19.5846855468751 3 3 3
57 0 1 0 5 6 8 1 0 0 0 29.1452343749992 31.274041015626 1.40659350585937 2 2 3
33 0 1 0 3 4 5 1 0 0 0 3.03696362304687 4.53989746093751 8.97706347656252 2 2 2
51 0 0 0 6 9 12 0 0 1 0 13.6203154296875 15.2475214843749 15.0444179687499 2 2 3
39 1 0 0 4 2 3 1 0 0 1 34.2168437499993 33.6719726562491 35.8567304687515 3 3 2
32 0 1 0 4 1 2 1 0 0 0 18.1961191406251 10.9419052734375 12.858736328125 3 2 2
34 0 0 0 3 1 5 1 0 0 0 14.7753652343749 16.3143818359375 16.0105302734374 2 3 2
65 0 1 0 3 9 1 1 0 0 1 13.938798828125 13.0792080078125 14.166158203125 3 3 3
50 1 0 0 2 4 4 1 0 0 0 26.1908710937511 13.025962890625 29.6506875000011 2 2 2
75 0 1 0 3 4 1 0 0 1 0 12.175880859375 11.985833984375 13.3404365234376 3 3 3
81 0 0 1 2 1 1 0 0 0 0 5.21964746093749 5.66795849609374 15.5440585937499 3 3 3
51 0 0 0 9 10 12 1 0 0 1 18.546 22.5276484375005 23.3756484374992 3 3 3
53 0 1 0 3 1 1 1 0 0 0 2.0086278076172 5.26374169921878 6.74087792968752 3 3 3
29 0 1 0 3 2 3 0 0 1 0 18.7642031250001 18.7644335937501 18.313857421875 2 3 3
27 0 0 0 12 12 12 1 0 0 0 35.8235546875012 32.8005703125002 39.174085937501 3 1 2
70 0 0 1 4 11 3 1 0 0 1 7.77809228515622 7.91525146484374 9.0569892578125 2 3 2
70 0 0 1 3 1 1 0 0 0 0 7.67497412109374 8.51844628906249 7.66467236328124 2 2 2
59 0 1 0 7 4 6 1 0 0 1 32.7669746093765 20.3923027343751 11.065822265625 2 2 3
55 0 1 0 3 2 3 1 0 0 0 7.59257373046871 14.0600000000001 7.67628466796876 2 2 2
25 1 0 0 11 8 8 1 0 0 0 29.3532460937497 30.8309902343753 21.74194140625 2 3 2
22 0 1 0 4 6 7 0 0 1 0 4.9128740234375 3.51130761718752 17.887759765625 2 2 2
20 0 0 0 12 10 12 0 0 1 1 10.496599609375 8.76670410156251 11.0269560546875 2 2 2
44 0 1 0 8 4 7 1 0 0 1 18.0738574218749 17.966630859375 19.8152421874999 2 2 2
35 0 0 0 2 1 1 1 0 0 0 5.04549999999998 2.50751123046876 8.5501123046875 3 3 3
34 0 0 0 2 1 4 1 0 0 0 4.85283886718749 2.92534399414062 4.67172753906249 2 2 2
51 0 1 0 12 12 12 1 0 0 1 21.598037109375 21.3758652343751 21.1341796875 3 3 3
50 0 0 0 12 1 4 1 0 0 0 0.0999999999999999 0.399999999999999 0.0500000000000002 2 3 3
28 0 1 0 1 11 12 0 0 1 0 4.75686816406251 12.209765625 13.34180078125 2 2 2
77 0 1 0 5 2 3 1 0 0 1 9.55174609375005 9.08066308593752 10.590443359375 3 3 3
69 0 1 0 1 1 1 1 0 0 0 2.36629736328126 2.59161791992187 2.10658544921876 3 3 3
49 1 0 0 5 7 5 1 0 0 1 62.1322812500009 63.3230742187485 5.57460205078126 3 3 3
47 0 1 0 3 4 2 1 0 0 0 14.0060048828124 6.11168652343751 4.03817724609374 3 3 3
21 0 1 0 12 12 10 0 0 1 1 3.2495693359375 13.7555830078125 12.00923828125 2 2 2
42 0 0 0 2 2 2 0 1 0 0 10.5755361328125 15.075830078125 12.2742919921875 2 2 2
50 0 0 0 7 4 5 0 0 0 1 23.6555214843758 29.1081757812489 29.0812792968744 3 3 2
76 0 1 0 2 2 1 1 0 0 1 14.5404873046876 13.9386455078125 17.4483007812501 3 3 3
62 0 0 1 2 2 2 1 0 0 0 2.2333642578125 2.55840332031251 2.5734033203125 3 3 2
61 0 0 1 4 4 3 1 0 0 1 16.1880000000001 16.65 17.4359999999999 3 3 3
27 0 0 0 3 8 5 0 0 1 0 13.673912109375 15.767884765625 18.434951171875 3 3 3
42 0 0 0 11 8 8 1 0 0 0 2.73241015625001 0.886768188476559 0.970278503417966 2 2 2
37 1 0 0 6 4 7 1 0 0 1 48.9432539062489 49.8379296875001 51.6024257812503 3 3 2
27 0 0 0 9 9 6 0 0 1 0 13.7725400390625 15.1594453125 16.46445703125 2 2 2
62 0 1 0 2 4 3 1 0 0 1 31.3286640624988 32.7138574218746 37.353859375 3 3 3
34 1 0 0 8 6 5 1 0 0 1 47.4064687500017 48.0583476562517 46.2999999999988 2 3 2
32 0 1 0 4 4 10 0 0 1 0 17.802599609375 20.6409160156249 69.5352343750026 2 3 3
28 0 0 0 5 6 6 1 0 0 0 14.6583486328126 0.784277282714841 11.60804296875 3 3 3
63 0 1 0 3 1 1 1 0 0 1 12.5 17.3 19.7898632812499 3 3 3
60 0 1 0 6 4 4 1 0 0 0 10.36711328125 19.5824238281251 18.8217109375 3 3 3
32 0 1 0 4 6 5 0 0 1 1 5.73840673828122 6.36443408203126 7.01893798828125 2 2 2
72 1 0 0 7 9 4 0 0 1 1 14.499783203125 7.00180322265625 7.30475634765625 3 3 3
50 0 1 0 1 4 6 1 0 0 1 17.927712890625 20.392 20.8999999999999 2 2 2
38 0 1 0 9 9 8 0 1 0 0 45.2838124999982 40.8062851562504 43.3956054687501 2 2 2
53 0 0 0 12 11 10 1 0 0 1 42.8327968749998 43.4332578124994 45.0722187499984 3 3 2
43 0 1 0 9 10 7 1 0 0 1 33.0940195312509 33.8835117187515 35.2843007812517 3 3 2
41 0 0 0 12 9 12 1 0 0 0 45.7666523437502 38.162574218749 56.4890664062515 2 2 2
41 0 0 0 4 2 6 1 0 0 0 2.83397290039063 3.83438525390625 6.40673535156249 3 3 3
41 1 0 0 9 6 6 1 0 0 1 40.1462460937482 44.9181132812516 46.9172812500014 3 3 3
63 0 0 1 4 2 4 1 0 0 0 4.8801953125 4.40807031250001 5.35565283203124 3 3 3
29 0 0 0 3 7 6 1 0 0 1 11.5 10.55 35.9999999999983 3 3 3
40 0 0 0 4 7 4 1 0 0 1 20.229451171875 10.8285 27.6999999999992 3 3 3
39 0 0 0 4 5 2 1 0 0 0 0.685850585937498 1.80621459960939 3.07722216796875 3 3 3
63 0 1 0 1 1 1 1 0 0 0 5.68983007812502 6.08571435546875 0.426339996337889 3 3 3
44 0 1 0 12 12 10 1 0 0 0 30.48746875 34.9643476562494 37.1072695312498 2 2 2
45 0 0 0 2 4 3 1 0 0 1 14.02465234375 15.0191093749999 19.608775390625 3 3 3
66 0 0 1 7 6 7 1 0 0 1 8.95884472656251 8.67085253906245 9.68532324218746 3 3 3
28 0 0 0 9 11 11 1 0 0 1 16.5006992187501 18.7535488281251 25.1307148437491 2 2 2
30 0 0 0 7 4 4 1 0 0 1 11.44 13.1883359375 14.3 3 3 3
72 0 1 0 2 2 3 1 0 0 1 14.955146484375 15.35998828125 18.40065625 3 3 2
52 0 0 0 2 2 2 0 0 1 0 16.1439560546875 17.7680566406249 10.0355166015625 3 2 3
80 0 0 1 2 1 2 0 0 0 0 5.66833154296873 5.70715039062499 6.22383740234378 3 3 3
51 0 0 0 7 2 5 1 0 0 0 1.32478320312499 3.51 0.792000000000004 3 3 3
50 0 1 0 6 8 7 1 0 0 1 38.4500000000004 39.3000000000019 40.300000000001 3 3 3
18 0 0 0 6 7 9 0 0 1 1 1.50299999999999 9.42198437500001 9.78338183593751 3 3 2
51 0 0 0 9 6 9 1 0 0 1 56.1931875000015 62.3937656249982 58.8108554687496 2 2 2
46 0 0 0 8 5 9 1 0 0 0 8.54732128906247 9.27207812499997 13.3349843749999 3 2 2
49 0 0 1 5 8 7 0 0 1 1 21.72 21.72 19.522 3 3 3
18 0 0 0 2 2 4 0 0 1 1 1.39222265625 3.86092382812499 1.62939721679688 3 3 3
60 0 0 0 2 2 3 1 0 0 0 9.32796484375003 7.37627197265621 8.73427539062497 3 2 2
50 0 1 0 12 7 7 0 0 0 1 34.2760742187495 9.00352343749999 41.0200078124988 2 3 3
23 1 0 0 4 3 8 0 0 1 1 4.32338574218748 12.68593359375 14.9005224609376 2 2 3
22 1 0 0 4 9 12 0 0 1 1 0.02 4.96438574218749 10.95430078125 3 3 2
51 0 1 0 2 1 2 1 0 0 1 26.7500000000013 27.3000000000013 17.4 3 3 2
49 1 0 0 2 2 6 1 0 0 0 8.03481933593753 9.98693359375002 10.186236328125 3 3 2
71 0 0 1 2 2 2 1 0 0 0 4.26960009765623 4.35131250000001 4.45369628906251 3 3 3
48 0 1 0 3 5 4 1 0 0 1 23.4180136718757 23.4180136718757 22.6141796874989 3 3 2
47 0 0 0 3 3 4 1 0 0 1 22.8175527343739 25.2194003906243 27.6212480468762 2 2 2
51 1 0 0 2 6 2 1 0 0 0 5.93460351562502 8.86504394531249 8.95474414062499 2 2 2
77 1 0 0 7 3 6 0 0 0 1 17.48484375 17.6209648437499 17.97198828125 3 3 2
46 1 0 0 2 2 5 1 0 0 1 28.248310546874 29.697470703125 21.6596914062499 3 2 3
16 0 0 1 2 3 2 0 0 1 0 0.943308044433597 0.0999999999999999 0.975693664550783 3 2 3
49 1 0 0 2 10 2 0 1 0 0 17.1349082031249 17.422595703125 13.0043095703125 2 2 2
51 0 1 0 7 10 9 0 1 0 1 43.0184765625017 44.0184765625008 62.152687499999 3 3 3
78 1 0 0 7 2 2 1 0 0 0 11.2984033203126 11.8733916015625 13.1922929687499 2 2 2
67 1 0 0 12 9 9 1 0 0 1 24.9255585937508 27.4746503906242 29.6228437500011 2 3 2
22 0 0 0 1 4 2 0 0 1 1 0.600000000000002 2.95998022460938 2 3 3 3
51 0 1 0 4 7 4 1 0 0 1 32.1638632812505 26.6949511718761 25.5600000000008 3 3 3
49 0 0 0 3 4 4 1 0 0 0 7.97463964843748 8.21099023437499 10.0099208984375 3 3 2
23 0 1 0 4 4 4 1 0 0 0 11.8899736328125 13.1861435546875 14.068822265625 1 3 2
16 0 0 0 1 2 1 0 0 1 0 2.111404296875 0.01 0.06 2 2 3
68 0 0 0 6 5 7 1 0 0 1 28.866687500001 34.175410156251 25.9545859375003 3 3 3
55 0 0 0 5 9 4 1 0 0 0 7.56577343749997 11.08288671875 0.341999999999998 2 2 2
34 0 1 0 3 3 4 1 0 0 0 11.9368388671875 15.284130859375 28.8782812499998 2 3 3
66 0 0 0 1 1 2 0 1 0 0 6.07811962890626 5.50150585937499 6.78480664062502 2 2 3
65 0 0 1 4 3 3 0 1 0 1 6.95233154296878 11.282802734375 13.0205634765625 3 2 2
76 0 0 0 1 2 1 0 0 0 0 13.2452080078125 23.3287539062493 14.8868242187501 3 3 3
40 0 0 1 3 5 9 0 1 0 0 12.61171484375 15.212396484375 16.2149375 2 2 2
40 0 0 0 3 3 3 1 0 0 0 17.8216328124999 18.91481640625 1.98095349121095 2 3 3
39 0 1 0 3 3 3 1 0 0 1 19.007275390625 22.5661308593747 27.4346308593739 2 2 2
60 0 1 0 1 6 1 1 0 0 1 27.4069648437488 27.6637832031254 27.5711855468746 2 2 2
25 0 1 0 5 4 5 1 0 0 0 17.75910546875 20.249201171875 22.7815253906257 3 2 2
50 0 0 0 5 6 3 1 0 0 1 29.7836757812493 33.6006718749988 36.0293710937487 2 2 3
41 0 0 0 2 2 2 1 0 0 0 7.11365625000002 6.79450292968751 10.327548828125 3 2 2
20 0 0 0 3 5 2 0 0 1 1 9.61999999999999 11.068787109375 19.087802734375 1 2 2
18 0 1 0 2 2 4 0 0 1 0 1.8498349609375 4.44 6.62055468749996 2 2 2
30 0 0 0 5 9 9 1 0 0 1 49.0750000000019 50.0697539062498 77.909929687503 3 3 3
26 0 1 0 4 4 9 1 0 0 1 16.545328125 27.341103515625 29.5226328125012 2 2 2
75 0 0 0 3 3 2 0 0 0 0 19.32191796875 27.6531875000014 16.4925449218751 3 2 2
36 0 0 0 4 4 3 1 0 0 0 1.31453076171875 1.92504431152345 1.972576171875 2 2 2
34 0 1 0 2 3 1 0 0 1 0 14.1801523437501 9.17676171875005 11.0801845703125 3 3 3
44 0 1 0 8 7 2 1 0 0 1 72.5499999999975 79.9999999999985 81.2817499999966 3 3 2
35 0 1 0 3 2 3 0 1 0 0 12.5389453125 21.1892382812499 14.5714755859376 2 2 2
16 0 0 1 4 11 12 0 0 1 1 0.261232696533202 1.45377770996094 6.01279248046878 1 1 2
38 0 0 0 6 5 2 1 0 0 1 0.301200012207031 18.560599609375 79.9999999999985 2 2 2
34 0 0 0 3 4 2 0 0 1 0 13.77764453125 13.52370703125 15.4119345703125 2 2 2
39 0 0 0 8 2 1 0 1 0 1 24.4723437500009 25.7728984375012 28.3988984375007 3 3 2
55 0 1 0 9 5 4 1 0 0 1 41.7020781250017 33.8241757812492 10.8 2 2 2
46 0 1 0 4 6 1 1 0 0 0 12.39045703125 15.29262890625 17.7757070312499 3 3 3
42 0 1 0 2 1 4 1 0 0 1 64.2073906250022 70.2423281250006 94.5822968749982 3 3 2
17 0 0 0 8 12 6 0 0 1 0 4.95300000000001 0.624036621093753 10.160287109375 2 3 3
18 0 0 0 9 1 2 0 0 1 0 2.25759887695312 0.832417541503905 6.95134863281249 3 3 3
53 0 1 0 4 3 5 1 0 0 1 3.6 3.6 7.20060009765626 3 3 2
22 0 0 0 6 4 8 0 0 1 0 13.570392578125 14.24291015625 15.5277138671875 2 2 2
22 0 0 0 9 6 9 0 0 1 1 10.0331005859375 10.6181699218749 14.28807421875 2 2 2
19 0 0 0 1 1 2 1 0 0 0 2.00566137695312 3.480892578125 2.59970678710939 2 2 2
39 1 0 0 10 12 8 1 0 0 1 46.3953828125014 49.4976914062496 54.5077382812506 2 3 3
69 0 0 0 1 1 1 0 0 0 0 13.5822441406249 14.0237041015625 15.6777363281249 3 3 3
37 0 1 0 2 3 1 1 0 0 1 13.304265625 14.183556640625 10.9249912109375 2 2 2
46 0 1 0 3 2 4 1 0 0 1 28.78614453125 27.8432695312506 0.653564392089844 3 2 2
45 0 1 0 3 4 1 1 0 0 0 8.94139648437497 9.0419541015625 4.19289062500002 3 2 2
75 0 1 0 4 6 5 0 0 0 1 83.7854453124992 27.8973964843742 34.0740976562517 3 2 3
73 0 1 0 7 3 3 1 0 0 0 3.88218017578126 5.31555468749997 3.15200683593748 3 2 1
71 0 0 0 3 1 3 1 0 0 1 5.15584570312501 10.48584375 5.9184501953125 1 1 1
33 0 0 0 9 3 7 0 0 1 0 8.58000000000002 9.24949999999997 12.3085 2 2 2
36 0 1 0 2 5 2 1 0 0 1 17.8817558593751 17.248556640625 11.1274345703126 3 2 2
41 0 0 0 9 8 5 1 0 0 1 31.1408769531252 31.7413398437511 29.4226328124992 3 3 3
42 0 1 0 5 4 5 1 0 0 0 0.710557189941403 7.42422167968751 1.5358310546875 3 3 3
36 0 1 0 2 1 1 1 0 0 1 36.12494140625 36.6979218749991 37.7419999999984 2 2 2
41 0 0 0 10 1 10 1 0 0 0 7.24955664062502 7.25310644531253 10.3555078125 3 3 3
41 0 1 0 1 5 2 1 0 0 1 30.1852207031243 34.606457031251 36.7842968750016 2 3 3
52 0 1 0 4 5 2 0 1 0 1 9.74999999999997 9.74999999999997 8.50000000000002 2 2 2
61 0 0 1 2 12 7 0 0 0 1 4.92209033203127 5.40074755859375 5.445298828125 3 3 3
34 0 1 0 6 5 4 1 0 0 0 14.497298828125 12.9669580078125 21.0696855468749 2 3 3
26 0 0 0 7 2 2 1 0 0 1 10.4 12.56707421875 12.833033203125 3 3 2
38 0 1 0 7 3 8 1 0 0 0 11.57466015625 11.8006611328125 17.76238671875 2 2 3
51 0 1 0 1 2 4 0 1 0 0 21.11444140625 22.1208789062496 24.955195312499 2 3 3
28 0 0 0 10 9 9 1 0 0 1 12.451830078125 18.4053808593751 33.8039960937495 2 2 2
26 0 0 0 7 9 9 1 0 0 1 30.0115468749992 33.5455820312487 32.1442714843748 2 3 2
82 0 1 0 1 1 2 0 0 0 0 15.99637109375 16.5318378906251 12.5901513671875 2 3 3
87 0 0 1 2 2 1 0 0 0 0 10.1395908203125 10.7713125000001 10.80412109375 2 2 2
54 0 1 0 1 1 2 1 0 0 0 3.13800000000001 1.89799999999999 2.36000000000001 2 2 2
52 0 0 0 3 2 1 1 0 0 1 13.497 15.5600595703125 14.7489599609375 2 2 2
27 0 1 0 9 9 9 0 0 1 1 10.0242099609375 11.961466796875 11.5541572265625 2 2 2
81 0 0 1 5 12 12 0 0 0 0 7.92897607421874 16.965615234375 7.86838330078128 3 3 3
42 0 0 0 7 9 9 1 0 0 1 62.0517304687493 61.8896093750025 62.2478749999997 3 2 2
41 0 1 0 5 1 2 1 0 0 0 8.13769775390628 8.327802734375 12.7958427734375 2 2 2
78 0 0 1 4 2 1 1 0 0 1 10.417126953125 9.94164550781251 9.55881738281249 2 2 2
74 0 1 0 2 2 1 0 0 0 0 9.6293359375 9.65436230468754 4.43400000000001 3 2 2
52 0 0 0 9 5 7 1 0 0 1 18.2999999999999 20.5 23.2 2 2 2
23 0 0 0 9 8 7 0 0 1 1 15.782 16.1300000000001 17.1800000000001 1 2 2
41 0 0 0 9 12 11 1 0 0 1 116.087765625004 117.478507812497 69.2730781250018 3 3 3
38 0 1 0 6 4 4 1 0 0 0 1.25792773437501 5.38076074218749 0.808043334960939 3 3 3
31 0 0 0 1 1 1 0 0 1 0 11.04973046875 12.8045146484375 17.8210937499999 2 2 2
90 1 0 0 2 3 4 1 0 0 1 12.6324335937501 10.2993935546875 8.93939355468752 3 3 2
69 0 1 0 4 2 6 1 0 0 1 6.69047265624997 5.91779296875003 7.33919140624997 3 3 3
59 0 0 0 4 3 3 0 0 1 0 6.58400000000002 10.3686171875 10.312080078125 3 2 3
51 0 1 0 8 8 8 1 0 0 1 61.4627031249986 55.9410312499993 52.2458789062503 2 3 3
23 0 0 0 12 5 12 0 0 1 1 17.50923828125 21.5124707031249 24.8189374999994 3 3 2
21 1 0 0 8 6 9 0 0 1 1 0.0352853851318359 0.323489746093749 5.02494091796877 3 2 2
18 0 0 0 8 7 4 0 0 1 1 4.19249999999998 14.2821494140625 15.245162109375 3 2 2
51 1 0 0 8 8 4 1 0 0 1 37.6705000000013 38.1599999999992 39.4579999999994 2 2 2
49 0 1 0 9 9 9 1 0 0 0 18.6962207031249 18.7656386718751 9.72001953125004 3 3 3
19 0 0 0 7 9 6 0 0 1 0 4.14651367187499 3.02661376953124 20.41 3 3 3
16 0 0 0 8 9 9 0 0 1 1 4.15281005859374 5.30549853515624 11.42726171875 2 2 2
57 0 1 0 1 1 4 1 0 0 1 25.745347656251 32.9177812500003 39.2286367187498 2 2 2
57 0 1 0 1 1 2 0 0 0 0 10.018185546875 11.0148066406251 12.0183583984374 2 2 2
51 0 1 0 9 10 10 1 0 0 1 40.1282148437486 39.7147812499999 41.9321015624979 3 2 2
26 0 1 0 2 11 12 1 0 0 0 14.2280722656249 12.6581708984374 16.2124716796875 3 3 3
24 0 0 0 11 5 9 0 0 1 1 16.868794921875 17.4133945312501 18.3140878906251 3 2 3
30 0 0 0 2 1 2 0 0 1 1 8.05999999999997 8.54337207031254 10.0912382812499 3 3 3
37 0 0 0 2 2 3 1 0 0 0 3.58357128906249 4.86119140625002 1.83567675781251 3 3 3
56 0 0 0 2 2 3 0 1 0 0 0.06 0.02 0.0500000000000002 2 2 2
32 0 1 0 6 5 5 1 0 0 1 37.5729492187496 37.1481796874986 44.2339492187484 2 2 2
50 0 1 0 6 6 7 1 0 0 1 30.1810624999998 31.3473437499984 29.330521484375 2 3 3
48 0 1 0 3 4 3 1 0 0 0 9.12671093749997 10.610109375 13.6964033203124 3 2 2
17 0 0 0 2 2 3 0 0 1 0 1.73199975585938 1.37893176269531 2.07860522460938 3 3 2
30 1 0 0 4 5 8 1 0 0 1 13.3037802734375 7.42475292968753 33.5204609374997 3 2 3
39 0 1 0 12 12 9 1 0 0 1 25.6330332031256 24.0002148437492 18.5086152343751 3 2 3
51 0 1 0 5 3 5 1 0 0 0 14.2369521484375 16.485158203125 17.2417421875 3 3 3
60 0 1 0 12 6 6 1 0 0 1 38.4880000000004 22.1560624999996 17.3773437499999 2 2 2
50 0 0 0 3 5 7 0 1 0 0 21.016166015625 22.3000898437498 25.1999882812489 3 2 2
36 0 0 0 2 1 3 0 0 1 0 13.8762333984375 19.8485859375 20.1676074218751 3 3 2
75 0 1 0 1 1 1 1 0 0 0 2.95185351562499 2.55959570312501 2.73317114257813 2 3 2
71 0 0 0 2 2 3 0 1 0 0 7.76842480468749 7.69435156250002 8.42292773437497 2 2 2
33 1 0 0 8 5 8 1 0 0 1 27.180845703124 25.5234355468754 27.5888437499987 2 2 2
16 0 0 0 1 4 3 0 0 1 1 2.67241162109376 3.24755859375 0.140754928588866 1 1 2
31 0 0 0 6 7 5 0 1 0 1 20.1374140625 22.8175527343739 24.0184765625001 3 3 3
46 0 0 0 3 3 5 1 0 0 0 13.98496484375 15.4318251953124 16.4103925781249 2 2 2
44 0 1 0 2 3 3 1 0 0 1 12.85705078125 14.4290996093751 17.4490429687501 3 3 3
42 0 1 0 8 4 4 1 0 0 1 15.4674619140626 27.6121093749999 25.6156757812493 2 3 2
38 0 1 0 7 4 3 1 0 0 0 14.076337890625 1.08427734375 29.2964179687501 2 2 2
61 0 0 1 3 3 3 0 0 0 1 9.11991210937505 9.12669726562502 10.29123046875 3 2 2
54 0 0 1 4 12 12 1 0 0 1 11.778 14.2683378906249 12.6649999999999 3 2 3
26 0 1 0 6 9 12 0 1 0 0 14.702326171875 22.1137460937496 26.3847929687496 2 2 2
63 0 0 0 8 10 12 1 0 0 1 18.772 21.375556640625 13.6563974609375 3 3 3
69 0 0 0 3 3 3 1 0 0 1 7.79698779296874 8.23180957031248 8.05791113281252 3 3 3
74 0 0 1 4 5 3 1 0 0 0 5.55044042968747 5.84255175781252 6.35248632812502 3 3 3
42 0 0 0 2 1 1 1 0 0 0 28.2748281249994 29.1840664062493 30.9166289062487 3 2 3
41 0 0 0 9 9 6 1 0 0 1 28.0682597656251 28.0436679687497 30.8945 2 3 2
16 0 0 0 2 3 6 0 0 1 1 0.06 0.02 2.20303564453126 3 3 3
54 0 0 0 8 3 6 1 0 0 0 20.9718007812499 17.0088906250001 19.2096992187499 2 3 2
30 1 0 0 3 1 8 1 0 0 0 20.361318359375 1.11039013671875 0.92611682128906 3 3 2
49 0 0 0 9 5 9 1 0 0 1 27.9999999999989 29.3000000000012 30.0247499999985 3 2 2
43 0 0 0 3 3 4 1 0 0 0 23.1828710937491 24.1980429687505 23.1796113281246 3 2 3
41 0 1 0 9 3 9 1 0 0 1 60.046187500002 60.3940156250023 60.2186601562527 2 2 3
38 0 0 0 5 5 8 1 0 0 0 8.34095703124998 8.52725390625004 9.70455957031249 3 2 2
25 0 1 0 4 3 5 0 0 1 0 9.20932812499999 10.1958427734375 11.0965361328125 3 3 2
